Date,Product(ID#),Game,Country,Region,Gross Units Sold,Chargeback/Returns,Net Units Sold,Base Price,Sale Price,Currency,Gross Steam Sales (USD),Chargeback/Returns (USD),VAT/Tax (USD),Net Steam Sales (USD)
05-06-24,729344,Game 96,United States,North America,1,0,1,9.99,4.99,USD,5.34,0,-0.35,4.99
05-06-24,732502,Game 13,Argentina,Latin America,2,0,2,4.99,3.99,USD,7.98,0,0,7.98
05-06-24,732502,Game 13,Germany,Western Europe,1,0,1,8.79,7.03,EUR,7.64,0,-1.2172,6.4228
05-06-24,732502,Game 13,Denmark,Western Europe,1,0,1,8.79,7.03,EUR,7.64,0,-1.5323,6.1077
05-06-24,732502,Game 13,Israel,Middle East,1,0,1,32.95,26.36,ILS,7.0909,0,0,7.0909
05-06-24,732502,Game 13,United States,North America,1,0,1,8.99,7.19,USD,7.19,0,0,7.19
05-06-24,732502,Game 13,United States,North America,1,0,1,8.99,7.19,USD,7.19,0,0,7.19
05-06-24,756570,Game 61,Australia,Oceania,1,0,1,14.5,7.25,AUD,4.806,0,-0.4375,4.3685
05-06-24,756570,Game 61,Brazil,Latin America,1,0,1,20.69,10.34,BRL,1.95,0,0,1.95
05-06-24,756570,Game 61,Chile,Latin America,1,0,1,4400,2200,CLP,2.4104,0,-0.3846,2.0258
05-06-24,756570,Game 61,Germany,Western Europe,1,0,1,8.99,4.49,EUR,4.8799,0,-0.7825,4.0974
05-06-24,756570,Game 61,United Kingdom,Western Europe,2,0,2,7.99,3.99,GBP,10.1895,0,-1.7111,8.4784
05-06-24,756570,Game 61,Russian Federation,Central Asia,1,0,1,259,129,RUB,1.4481,0,-0.2414,1.2067
05-06-24,756570,Game 61,United States,North America,5,1,4,9.99,4.99,USD,26.66,5.39,-1.31,19.96
05-06-24,756570,Game 61,United States,North America,1,0,1,9.99,4.99,USD,5.36,0,-0.37,4.99
05-06-24,756570,Game 61,United States,North America,1,0,1,9.99,4.99,USD,5.34,0,-0.35,4.99
05-06-24,762793,Game 62,Brazil,Latin America,1,0,1,73.99,44.39,BRL,8.37,0,0,8.37
05-06-24,762793,Game 62,China,Asia,1,0,1,92,55.2,CNY,7.61,0,0,7.61
05-06-24,762793,Game 62,United States,North America,5,0,5,24.99,14.99,USD,76.75,0,-1.8,74.95
05-06-24,848249,Game 64,United States,North America,1,0,1,24.99,24.99,USD,24.99,0,0,24.99
05-06-24,885640,Game 67,China,Asia,1,0,1,42,21,CNY,2.8948,0,0,2.8948
05-06-24,885640,Game 67,Norway,Western Europe,1,0,1,110,55,NOK,5.1934,0,-1.0387,4.1547
05-06-24,885640,Game 67,United States,North America,5,1,4,9.99,4.99,USD,26.43,5.49,-0.98,19.96
05-06-24,885640,Game 67,Brazil,Latin America,1,0,1,32.99,16.49,BRL,3.11,0,0,3.11
05-06-24,988928,Game 97,Brazil,Latin America,1,0,1,23.5,18.8,BRL,3.55,0,0,3.55
05-06-24,988928,Game 97,Japan,Asia,1,0,1,800,640,JPY,4.09,0,-0.3707,3.7193
05-06-24,988928,Game 97,Poland,Eastern Europe,1,1,0,31.99,25.59,PLN,6.46,6.46,0,0
05-06-24,988928,Game 97,Russian Federation,Central Asia,1,0,1,280,224,RUB,2.51,0,-0.4183,2.0917
05-06-24,988928,Game 97,United States,North America,1,1,0,6.99,5.59,USD,6.05,5.98,-0.07,0
05-06-24,988931,Game 94,United Kingdom,Western Europe,1,0,1,5.89,4.71,GBP,6.0117,0,-1.0083,5.0034
05-06-24,988931,Game 94,Hong Kong,Asia,1,0,1,46,36.8,HKD,4.7056,0,0,4.7056
05-06-24,988931,Game 94,Israel,Middle East,1,0,1,25.95,20.76,ILS,5.5842,0,0,5.5842
05-06-24,988931,Game 94,United States,North America,2,0,2,6.99,5.59,USD,11.59,0,-0.41,11.18
05-06-24,988934,Game 48,Israel,Middle East,1,0,1,36.95,29.56,ILS,7.9517,0,0,7.9517
05-06-24,988937,Game 47,Germany,Western Europe,1,0,1,9.75,7.8,EUR,8.47,0,-1.3574,7.1126
05-06-24,988937,Game 47,United Kingdom,Western Europe,1,0,1,8.5,6.8,GBP,8.68,0,-1.4424,7.2376
05-06-24,988937,Game 47,Israel,Middle East,1,0,1,36.95,29.56,ILS,7.9517,0,0,7.9517
05-06-24,988937,Game 47,Philippines,South East Asia,1,0,1,335,268,PHP,4.5554,0,0,4.5554
05-06-24,988937,Game 47,Poland,Eastern Europe,2,0,2,45.99,36.79,PLN,18.5794,0,-3.4745,15.1049
05-06-24,52673,Game 18,Russian Federation,Central Asia,6,0,6,400,40,RUB,2.6902,0,-0.4485,2.2417
05-06-24,52673,Game 18,Russian Federation,Central Asia,1,0,1,400,40,RUB,0.4487,0,-0.0748,0.3739
05-06-24,52679,Game 37,Russian Federation,Central Asia,7,0,7,400,22.4,RUB,1.7575,0,-0.2926,1.4649
05-06-24,52679,Game 37,Russian Federation,Central Asia,1,0,1,400,22.4,RUB,0.2512,0,-0.0418,0.2094
05-06-24,52682,Game 83,Russian Federation,Central Asia,7,0,7,400,22.4,RUB,1.7575,0,-0.2926,1.4649
05-06-24,52682,Game 83,Russian Federation,Central Asia,1,0,1,400,22.4,RUB,0.2512,0,-0.0418,0.2094
05-06-24,52825,Game 69,Russian Federation,Central Asia,7,0,7,400,22.4,RUB,1.7575,0,-0.2926,1.4649
05-06-24,52825,Game 69,Russian Federation,Central Asia,1,0,1,400,22.4,RUB,0.2512,0,-0.0418,0.2094
05-06-24,64337,Game 27,Russian Federation,Central Asia,7,0,7,400,22.4,RUB,1.7575,0,-0.2926,1.4649
05-06-24,64337,Game 27,Russian Federation,Central Asia,1,0,1,400,22.4,RUB,0.2512,0,-0.0418,0.2094
05-06-24,64339,Game 54,Russian Federation,Central Asia,6,0,6,400,22.4,RUB,1.5064,0,-0.2508,1.2556
05-06-24,64339,Game 54,Russian Federation,Central Asia,1,0,1,400,22.4,RUB,0.2512,0,-0.0418,0.2094
05-06-24,81702,Game 82,Russian Federation,Central Asia,9,0,9,470.74,26.3,RUB,2.653,0,-0.4418,2.2112
05-06-24,81702,Game 82,Russian Federation,Central Asia,1,0,1,470.74,26.3,RUB,0.295,0,-0.0491,0.2459
05-06-24,39815,Game 75,Russian Federation,Central Asia,9,0,9,400,22.4,RUB,2.2584,0,-0.3761,1.8823
05-06-24,52670,Game 2,Russian Federation,Central Asia,6,0,6,400,22.4,RUB,1.5063,0,-0.2509,1.2554
05-06-24,52828,Game 34,Russian Federation,Central Asia,8,0,8,400,22.4,RUB,2.0084,0,-0.3345,1.6739
05-06-24,52831,Game 33,Russian Federation,Central Asia,7,0,7,400,22.4,RUB,1.7575,0,-0.2927,1.4648
05-06-24,52834,Game 68,Russian Federation,Central Asia,6,0,6,400,22.4,RUB,1.5054,0,-0.2507,1.2547
05-06-24,53223,Game 3,Russian Federation,Central Asia,5,0,5,400,22.4,RUB,1.2556,0,-0.2091,1.0465
05-06-24,53226,Game 29,Russian Federation,Central Asia,2,0,2,400,22.4,RUB,0.5026,0,-0.0837,0.4189
05-06-24,53229,Game 40,Russian Federation,Central Asia,3,0,3,400,22.4,RUB,0.7537,0,-0.1255,0.6282
05-06-24,53235,Game 78,Russian Federation,Central Asia,5,0,5,400,22.4,RUB,1.2556,0,-0.2091,1.0465
05-06-24,53238,Game 79,Russian Federation,Central Asia,4,0,4,400,22.4,RUB,1.0046,0,-0.1673,0.8373
05-06-24,53241,Game 89,Russian Federation,Central Asia,5,0,5,400,22.4,RUB,1.2556,0,-0.2091,1.0465
05-06-24,81706,Game 88,Russian Federation,Central Asia,4,0,4,471,26,RUB,1.1663,0,-0.1942,0.9721
05-06-24,39496,Game 72,Australia,Oceania,3,0,3,8.5,1.7,AUD,3.3806,0,-0.2982,3.0824
05-06-24,39496,Game 72,Brazil,Latin America,13,0,13,11.99,2.39,BRL,5.8793,0,0,5.8793
05-06-24,39496,Game 72,Canada,North America,10,0,10,6.49,1.3,CAD,10.5959,0,-1.1353,9.4606
05-06-24,39496,Game 72,China,Asia,4,0,4,25,5,CNY,2.7606,0,0,2.7606
05-06-24,39496,Game 72,Czech Republic,Eastern Europe,2,0,2,5.99,1.19,EUR,2.585,0,-0.4562,2.1288
05-06-24,39496,Game 72,Germany,Western Europe,14,1,13,5.99,1.19,EUR,18.1004,1.2923,-2.684,14.1241
05-06-24,39496,Game 72,Denmark,Western Europe,1,0,1,5.99,1.19,EUR,1.2923,0,-0.2606,1.0317
05-06-24,39496,Game 72,Spain,Western Europe,1,1,0,5.99,1.19,EUR,1.2925,1.2925,0,0
05-06-24,39496,Game 72,France,Western Europe,2,0,2,5.99,1.19,EUR,2.5849,0,-0.4344,2.1505
05-06-24,39496,Game 72,United Kingdom,Western Europe,13,0,13,4.79,0.95,GBP,15.7605,0,-2.6545,13.106
05-06-24,39496,Game 72,Indonesia,South East Asia,1,0,1,55999,11199,IDR,0.687,0,-0.0681,0.6189
05-06-24,39496,Game 72,Ireland,Western Europe,2,0,2,5.99,1.19,EUR,2.5853,0,-0.478,2.1073
05-06-24,39496,Game 72,Iceland,Western Europe,1,0,1,5.76,0.96,USD,1.19,0,-0.23,0.96
05-06-24,39496,Game 72,Italy,Western Europe,2,0,2,5.99,1.19,EUR,2.5856,0,-0.4563,2.1293
05-06-24,39496,Game 72,Japan,Asia,1,0,1,598,119,JPY,0.7603,0,-0.0703,0.69
05-06-24,39496,Game 72,Korea Republic of,Asia,4,1,3,6500,1300,KRW,3.7792,0.9433,-0.2617,2.5742
05-06-24,39496,Game 72,Kazakhstan,Central Asia,1,0,1,1250,250,KZT,0.5581,0,-0.0603,0.4978
05-06-24,39496,Game 72,Luxembourg,Western Europe,1,0,1,5.99,1.19,EUR,1.2937,0,-0.1848,1.1089
05-06-24,39496,Game 72,Mexico,Latin America,1,0,1,65.99,13.19,MXN,0.742,0,-0.1024,0.6396
05-06-24,39496,Game 72,Malaysia,South East Asia,1,0,1,15,3,MYR,0.6379,0,-0.0468,0.5911
05-06-24,39496,Game 72,Netherlands,Western Europe,11,0,11,5.99,1.19,EUR,14.2187,0,-2.5093,11.7094
05-06-24,39496,Game 72,Peru,Latin America,1,0,1,17.95,3.58,PEN,0.953,0,0,0.953
05-06-24,39496,Game 72,Philippines,South East Asia,1,0,1,199.95,39.98,PHP,0.6795,0,0,0.6795
05-06-24,39496,Game 72,Poland,Eastern Europe,2,0,2,22.99,4.59,PLN,2.3185,0,-0.4344,1.8841
05-06-24,39496,Game 72,Qatar,Middle East,1,0,1,15.99,3.19,QAR,0.8737,0,0,0.8737
05-06-24,39496,Game 72,Russian Federation,Central Asia,2,0,2,149,29.6,RUB,0.6641,0,-0.1106,0.5535
05-06-24,39496,Game 72,Sweden,Western Europe,1,1,0,5.99,1.19,EUR,1.2931,1.2931,0,0
05-06-24,39496,Game 72,Ukraine,Central Asia,1,0,1,119,23,UAH,0.57,0,-0.0991,0.4709
05-06-24,39496,Game 72,United States,North America,69,1,68,5.99,1.19,USD,86.74,1.19,-4.63,80.92
05-06-24,39496,Game 72,Uruguay,Latin America,1,0,1,140,28,UYU,0.7179,0,0,0.7179
05-06-24,39496,Game 72,Canada,North America,1,0,1,6.49,1.3,CAD,1.0693,0,-0.1237,0.9456
05-06-24,39496,Game 72,Switzerland,Western Europe,1,0,1,6,1.2,CHF,1.3446,0,-0.1008,1.2438
05-06-24,39496,Game 72,United Kingdom,Western Europe,1,0,1,4.79,0.95,GBP,1.2131,0,-0.2043,1.0088
05-06-24,39496,Game 72,Ukraine,Central Asia,1,0,1,119,23,UAH,0.5709,0,-0.0993,0.4716
05-06-24,39496,Game 72,United States,North America,3,0,3,5.99,1.19,USD,3.76,0,-0.19,3.57
05-06-24,39496,Game 72,Czech Republic,Eastern Europe,1,0,1,5.99,1.19,EUR,1.2938,0,-0.2283,1.0655
05-06-24,39496,Game 72,United States,North America,2,0,2,5.99,1.19,USD,2.45,0,-0.07,2.38
05-06-24,39499,Game 70,Australia,Oceania,5,0,5,14.5,2.9,AUD,9.6132,0,-0.8618,8.7514
05-06-24,39499,Game 70,Brazil,Latin America,13,0,13,19.99,3.99,BRL,9.815,0,0,9.815
05-06-24,39499,Game 70,Canada,North America,11,0,11,10.99,2.19,CAD,19.6335,0,-2.103,17.5305
05-06-24,39499,Game 70,China,Asia,4,0,4,36,7.2,CNY,3.9752,0,0,3.9752
05-06-24,39499,Game 70,Czech Republic,Eastern Europe,2,0,2,9.99,1.99,EUR,4.323,0,-0.7604,3.5626
05-06-24,39499,Game 70,Germany,Western Europe,15,1,14,9.99,1.99,EUR,32.431,2.1611,-4.8675,25.4024
05-06-24,39499,Game 70,Denmark,Western Europe,1,0,1,9.99,1.99,EUR,2.1611,0,-0.4344,1.7267
05-06-24,39499,Game 70,Spain,Western Europe,1,1,0,9.99,1.99,EUR,2.1615,2.1615,0,0
05-06-24,39499,Game 70,France,Western Europe,2,0,2,9.99,1.99,EUR,4.3225,0,-0.7168,3.6057
05-06-24,39499,Game 70,United Kingdom,Western Europe,13,0,13,6.99,1.39,GBP,23.0601,0,-3.8161,19.244
05-06-24,39499,Game 70,Indonesia,South East Asia,1,0,1,89999,17999,IDR,1.104,0,-0.1094,0.9946
05-06-24,39499,Game 70,Ireland,Western Europe,2,0,2,9.99,1.99,EUR,4.3232,0,-0.8038,3.5194
05-06-24,39499,Game 70,Iceland,Western Europe,1,0,1,9.6,1.6,USD,1.99,0,-0.39,1.6
05-06-24,39499,Game 70,Italy,Western Europe,1,0,1,9.99,1.99,EUR,2.1614,0,-0.391,1.7704
05-06-24,39499,Game 70,Japan,Asia,1,0,1,980,196,JPY,1.2521,0,-0.115,1.1371
05-06-24,39499,Game 70,Korea Republic of,Asia,4,1,3,10500,2100,KRW,6.1051,1.5237,-0.4145,4.1669
05-06-24,39499,Game 70,Kazakhstan,Central Asia,1,0,1,1850,370,KZT,0.826,0,-0.0893,0.7367
05-06-24,39499,Game 70,Luxembourg,Western Europe,1,0,1,9.99,1.99,EUR,2.1635,0,-0.3153,1.8482
05-06-24,39499,Game 70,Mexico,Latin America,1,0,1,109.99,21.99,MXN,1.2371,0,-0.1705,1.0666
05-06-24,39499,Game 70,Malaysia,South East Asia,1,0,1,23,4.6,MYR,0.978,0,-0.0723,0.9057
05-06-24,39499,Game 70,Netherlands,Western Europe,11,0,11,9.99,1.99,EUR,23.7769,0,-4.1819,19.595
05-06-24,39499,Game 70,Peru,Latin America,1,0,1,27.95,5.58,PEN,1.4853,0,0,1.4853
05-06-24,39499,Game 70,Philippines,South East Asia,1,0,1,319.95,63.98,PHP,1.0873,0,0,1.0873
05-06-24,39499,Game 70,Poland,Eastern Europe,1,0,1,37.99,7.59,PLN,1.9172,0,-0.3587,1.5585
05-06-24,39499,Game 70,Qatar,Middle East,1,0,1,24.99,4.99,QAR,1.3667,0,0,1.3667
05-06-24,39499,Game 70,Russian Federation,Central Asia,4,0,4,249,49.6,RUB,2.2243,0,-0.3709,1.8534
05-06-24,39499,Game 70,Sweden,Western Europe,1,1,0,9.99,1.99,EUR,2.1623,2.1623,0,0
05-06-24,39499,Game 70,Ukraine,Central Asia,1,0,1,169,34,UAH,0.8426,0,-0.1487,0.6939
05-06-24,39499,Game 70,United States,North America,69,1,68,9.99,1.99,USD,145.21,1.99,-7.9,135.32
05-06-24,39499,Game 70,Uruguay,Latin America,1,0,1,229,46,UYU,1.1794,0,0,1.1794
05-06-24,39499,Game 70,Canada,North America,1,0,1,10.99,2.19,CAD,1.7967,0,-0.2037,1.593
05-06-24,39499,Game 70,Switzerland,Western Europe,1,0,1,10,2,CHF,2.241,0,-0.1681,2.0729
05-06-24,39499,Game 70,United Kingdom,Western Europe,1,0,1,6.99,1.39,GBP,1.775,0,-0.2937,1.4813
05-06-24,39499,Game 70,Ukraine,Central Asia,1,0,1,169,34,UAH,0.8439,0,-0.1489,0.695
05-06-24,39499,Game 70,United States,North America,3,0,3,9.99,1.99,USD,6.27,0,-0.3,5.97
05-06-24,39499,Game 70,Czech Republic,Eastern Europe,1,0,1,9.99,1.99,EUR,2.1636,0,-0.3805,1.7831
05-06-24,39499,Game 70,United States,North America,4,0,4,9.99,1.99,USD,8.43,0,-0.47,7.96
05-06-24,99790,Game 74,Australia,Oceania,5,0,5,7.5,2.04,AUD,6.7623,0,-0.6298,6.1325
05-06-24,99790,Game 74,Brazil,Latin America,13,0,13,10.49,2.85,BRL,7.0108,0,0,7.0108
05-06-24,99790,Game 74,Canada,North America,11,0,11,5.49,1.49,CAD,13.3462,0,-1.4189,11.9273
05-06-24,99790,Game 74,China,Asia,4,0,4,21,5.71,CNY,3.1528,0,0,3.1528
05-06-24,99790,Game 74,Czech Republic,Eastern Europe,2,0,2,4.99,1.35,EUR,2.9326,0,-0.4996,2.433
05-06-24,99790,Game 74,Germany,Western Europe,16,1,15,4.99,1.35,EUR,23.468,1.4661,-3.5858,18.4161
05-06-24,99790,Game 74,Denmark,Western Europe,1,0,1,4.99,1.35,EUR,1.4661,0,-0.2932,1.1729
05-06-24,99790,Game 74,Spain,Western Europe,1,1,0,4.99,1.35,EUR,1.4663,1.4663,0,0
05-06-24,99790,Game 74,France,Western Europe,2,0,2,4.99,1.35,EUR,2.9324,0,-0.4996,2.4328
05-06-24,99790,Game 74,United Kingdom,Western Europe,15,0,15,3,0.82,GBP,15.6962,0,-2.6796,13.0166
05-06-24,99790,Game 74,Indonesia,South East Asia,1,0,1,45999,12511,IDR,0.7675,0,-0.0761,0.6914
05-06-24,99790,Game 74,Ireland,Western Europe,2,0,2,4.99,1.35,EUR,2.9329,0,-0.5431,2.3898
05-06-24,99790,Game 74,Iceland,Western Europe,1,0,1,4.73,1.09,USD,1.35,0,-0.26,1.09
05-06-24,99790,Game 74,Italy,Western Europe,2,0,2,4.99,1.35,EUR,2.9334,0,-0.5215,2.4119
05-06-24,99790,Game 74,Japan,Asia,1,0,1,498,135,JPY,0.8624,0,-0.0767,0.7857
05-06-24,99790,Game 74,Korea Republic of,Asia,4,1,3,5500,1500,KRW,4.3605,1.0884,-0.3053,2.9668
05-06-24,99790,Game 74,Kazakhstan,Central Asia,1,0,1,1050,286,KZT,0.6384,0,-0.0692,0.5692
05-06-24,99790,Game 74,Luxembourg,Western Europe,1,0,1,4.99,1.35,EUR,1.4677,0,-0.2174,1.2503
05-06-24,99790,Game 74,Mexico,Latin America,3,0,3,55.99,15.22,MXN,2.5746,0,-0.3552,2.2194
05-06-24,99790,Game 74,Malaysia,South East Asia,1,0,1,8,2.18,MYR,0.4635,0,-0.034,0.4295
05-06-24,99790,Game 74,Netherlands,Western Europe,11,0,11,4.99,1.35,EUR,16.13,0,-2.7481,13.3819
05-06-24,99790,Game 74,Peru,Latin America,1,0,1,14.95,4.06,PEN,1.0807,0,0,1.0807
05-06-24,99790,Game 74,Philippines,South East Asia,1,0,1,165.95,45.14,PHP,0.7671,0,0,0.7671
05-06-24,99790,Game 74,Poland,Eastern Europe,2,0,2,17.99,4.89,PLN,2.47,0,-0.4597,2.0103
05-06-24,99790,Game 74,Qatar,Middle East,1,0,1,12.99,3.53,QAR,0.9668,0,0,0.9668
05-06-24,99790,Game 74,Russian Federation,Central Asia,4,0,4,129,34.4,RUB,1.5426,0,-0.2569,1.2857
05-06-24,99790,Game 74,Sweden,Western Europe,1,1,0,4.99,1.35,EUR,1.467,1.467,0,0
05-06-24,99790,Game 74,Ukraine,Central Asia,1,0,1,99,26,UAH,0.6444,0,-0.0991,0.5453
05-06-24,99790,Game 74,United States,North America,77,1,76,4.99,1.35,USD,109.61,1.35,-5.66,102.6
05-06-24,99790,Game 74,Uruguay,Latin America,1,0,1,120,32,UYU,0.8204,0,0,0.8204
05-06-24,99790,Game 74,Canada,North America,1,0,1,5.49,1.49,CAD,1.2221,0,-0.1382,1.0839
05-06-24,99790,Game 74,Switzerland,Western Europe,1,0,1,5,1.36,CHF,1.5238,0,-0.112,1.4118
05-06-24,99790,Game 74,United Kingdom,Western Europe,1,0,1,3,0.82,GBP,1.0472,0,-0.1788,0.8684
05-06-24,99790,Game 74,Ukraine,Central Asia,1,0,1,99,26,UAH,0.6453,0,-0.0993,0.546
05-06-24,99790,Game 74,United States,North America,4,0,4,4.99,1.35,USD,5.7,0,-0.3,5.4
05-06-24,99790,Game 74,Czech Republic,Eastern Europe,1,0,1,4.99,1.35,EUR,1.4679,0,-0.2501,1.2178
05-06-24,99790,Game 74,United States,North America,4,0,4,4.99,1.35,USD,5.71,0,-0.31,5.4
05-06-24,139866,Game 73,Australia,Oceania,4,0,4,21.5,3.44,AUD,9.1222,0,-0.8221,8.3001
05-06-24,139866,Game 73,Brazil,Latin America,13,0,13,27.99,4.47,BRL,10.9962,0,0,10.9962
05-06-24,139866,Game 73,Canada,North America,11,0,11,16.99,2.71,CAD,24.3273,0,-2.6342,21.6931
05-06-24,139866,Game 73,China,Asia,4,0,4,48,7.68,CNY,4.2404,0,0,4.2404
05-06-24,139866,Game 73,Czech Republic,Eastern Europe,2,0,2,14.99,2.39,EUR,5.1918,0,-0.8906,4.3012
05-06-24,139866,Game 73,Germany,Western Europe,15,1,14,14.99,2.39,EUR,38.9483,2.5956,-5.7798,30.5729
05-06-24,139866,Game 73,Denmark,Western Europe,1,0,1,14.99,2.39,EUR,2.5956,0,-0.5213,2.0743
05-06-24,139866,Game 73,Spain,Western Europe,1,1,0,14.99,2.39,EUR,2.5959,2.5959,0,0
05-06-24,139866,Game 73,France,Western Europe,2,0,2,14.99,2.39,EUR,5.1916,0,-0.8689,4.3227
05-06-24,139866,Game 73,United Kingdom,Western Europe,15,0,15,10.99,1.75,GBP,33.4987,0,-5.5511,27.9476
05-06-24,139866,Game 73,Indonesia,South East Asia,1,0,1,115999,18559,IDR,1.1385,0,-0.1128,1.0257
05-06-24,139866,Game 73,Ireland,Western Europe,2,0,2,14.99,2.39,EUR,5.1922,0,-0.9776,4.2146
05-06-24,139866,Game 73,Iceland,Western Europe,1,0,1,14.53,1.93,USD,2.39,0,-0.46,1.93
05-06-24,139866,Game 73,Italy,Western Europe,2,0,2,14.99,2.39,EUR,5.1929,0,-0.9343,4.2586
05-06-24,139866,Game 73,Japan,Asia,1,0,1,1480,237,JPY,1.514,0,-0.1405,1.3735
05-06-24,139866,Game 73,Korea Republic of,Asia,4,1,3,16000,2560,KRW,7.4424,1.8574,-0.5019,5.0831
05-06-24,139866,Game 73,Kazakhstan,Central Asia,1,0,1,2400,384,KZT,0.8571,0,-0.0915,0.7656
05-06-24,139866,Game 73,Mexico,Latin America,3,0,3,149.99,23.99,MXN,4.0583,0,-0.56,3.4983
05-06-24,139866,Game 73,Malaysia,South East Asia,1,0,1,31,4.96,MYR,1.0546,0,-0.0787,0.9759
05-06-24,139866,Game 73,Netherlands,Western Europe,11,0,11,14.99,2.39,EUR,28.5564,0,-4.8989,23.6575
05-06-24,139866,Game 73,Peru,Latin America,1,0,1,39.95,6.39,PEN,1.7009,0,0,1.7009
05-06-24,139866,Game 73,Philippines,South East Asia,1,0,1,419.95,67.19,PHP,1.1419,0,0,1.1419
05-06-24,139866,Game 73,Poland,Eastern Europe,2,0,2,57.99,9.27,PLN,4.6825,0,-0.8739,3.8086
05-06-24,139866,Game 73,Qatar,Middle East,1,0,1,33.99,5.43,QAR,1.4872,0,0,1.4872
05-06-24,139866,Game 73,Russian Federation,Central Asia,4,0,4,349,55.2,RUB,2.4754,0,-0.4126,2.0628
05-06-24,139866,Game 73,Sweden,Western Europe,1,1,0,14.99,2.39,EUR,2.597,2.597,0,0
05-06-24,139866,Game 73,Ukraine,Central Asia,1,0,1,229,36,UAH,0.8922,0,-0.1487,0.7435
05-06-24,139866,Game 73,United States,North America,78,1,77,14.99,2.39,USD,196.63,2.39,-10.21,184.03
05-06-24,139866,Game 73,Uruguay,Latin America,1,0,1,329,52,UYU,1.3332,0,0,1.3332
05-06-24,139866,Game 73,Canada,North America,1,0,1,16.99,2.71,CAD,2.2259,0,-0.2546,1.9713
05-06-24,139866,Game 73,Switzerland,Western Europe,1,0,1,15,2.4,CHF,2.6891,0,-0.2017,2.4874
05-06-24,139866,Game 73,United Kingdom,Western Europe,1,0,1,10.99,1.75,GBP,2.2347,0,-0.3703,1.8644
05-06-24,139866,Game 73,Ukraine,Central Asia,1,0,1,229,36,UAH,0.8936,0,-0.1489,0.7447
05-06-24,139866,Game 73,United States,North America,4,0,4,14.99,2.39,USD,10.09,0,-0.53,9.56
05-06-24,139866,Game 73,Czech Republic,Eastern Europe,1,0,1,14.99,2.39,EUR,2.5986,0,-0.4458,2.1528
05-06-24,139866,Game 73,United States,North America,3,0,3,14.99,2.39,USD,7.72,0,-0.55,7.17
05-06-24,195523,Game 71,Australia,Oceania,5,0,5,28.95,5.78,AUD,19.1598,0,-1.7569,17.4029
05-06-24,195523,Game 71,Brazil,Latin America,13,0,13,36.99,7.39,BRL,18.1787,0,0,18.1787
05-06-24,195523,Game 71,Canada,North America,11,0,11,21.99,4.39,CAD,39.4706,0,-4.3172,35.1534
05-06-24,195523,Game 71,China,Asia,4,0,4,68,13.6,CNY,7.5088,0,0,7.5088
05-06-24,195523,Game 71,Czech Republic,Eastern Europe,2,0,2,19.99,3.99,EUR,8.6676,0,-1.499,7.1686
05-06-24,195523,Game 71,Germany,Western Europe,16,1,15,19.99,3.99,EUR,69.359,4.3331,-10.4299,54.596
05-06-24,195523,Game 71,Denmark,Western Europe,1,0,1,19.99,3.99,EUR,4.3331,0,-0.8688,3.4643
05-06-24,195523,Game 71,Spain,Western Europe,1,1,0,19.99,3.99,EUR,4.3338,4.3338,0,0
05-06-24,195523,Game 71,France,Western Europe,2,0,2,19.99,3.99,EUR,8.6668,0,-1.4553,7.2115
05-06-24,195523,Game 71,United Kingdom,Western Europe,15,0,15,14.99,2.99,GBP,57.237,0,-9.5713,47.6657
05-06-24,195523,Game 71,Indonesia,South East Asia,1,0,1,135999,27199,IDR,1.6684,0,-0.1653,1.5031
05-06-24,195523,Game 71,Ireland,Western Europe,2,0,2,19.99,3.99,EUR,8.668,0,-1.6293,7.0387
05-06-24,195523,Game 71,Iceland,Western Europe,1,0,1,19.22,3.22,USD,3.99,0,-0.77,3.22
05-06-24,195523,Game 71,Italy,Western Europe,2,0,2,19.99,3.99,EUR,8.6694,0,-1.5644,7.105
05-06-24,195523,Game 71,Japan,Asia,1,0,1,1980,396,JPY,2.5298,0,-0.23,2.2998
05-06-24,195523,Game 71,Korea Republic of,Asia,4,1,3,21000,4200,KRW,12.2101,3.0473,-0.8291,8.3337
05-06-24,195523,Game 71,Kazakhstan,Central Asia,1,0,1,2650,530,KZT,1.1831,0,-0.1272,1.0559
05-06-24,195523,Game 71,Luxembourg,Western Europe,1,0,1,19.99,3.99,EUR,4.3377,0,-0.6305,3.7072
05-06-24,195523,Game 71,Mexico,Latin America,3,0,3,179.99,35.99,MXN,6.0882,0,-0.8391,5.2491
05-06-24,195523,Game 71,Malaysia,South East Asia,1,0,1,38,7.6,MYR,1.6159,0,-0.1191,1.4968
05-06-24,195523,Game 71,Netherlands,Western Europe,10,0,10,19.99,3.99,EUR,43.339,0,-7.4947,35.8443
05-06-24,195523,Game 71,Peru,Latin America,1,0,1,49.95,9.98,PEN,2.6565,0,0,2.6565
05-06-24,195523,Game 71,Philippines,South East Asia,1,0,1,499.95,99.98,PHP,1.6991,0,0,1.6991
05-06-24,195523,Game 71,Poland,Eastern Europe,2,0,2,74.99,14.99,PLN,7.5718,0,-1.4144,6.1574
05-06-24,195523,Game 71,Qatar,Middle East,1,0,1,41.99,8.39,QAR,2.2979,0,0,2.2979
05-06-24,195523,Game 71,Russian Federation,Central Asia,4,0,4,419,83.2,RUB,3.731,0,-0.622,3.109
05-06-24,195523,Game 71,Sweden,Western Europe,1,1,0,19.99,3.99,EUR,4.3356,4.3356,0,0
